GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0005886	plasma membrane	2894	30	17.19	0.00138	1.750e-01	C	AT1G01550, AT1G03870, AT1G08090, AT1G09070, AT1G10200, AT1G10550, AT1G23080, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT1G72160, AT1G76180, AT2G01420, AT2G36830, AT3G18830, AT3G21180, AT3G51550, AT3G51895, AT4G18710, AT4G29900, AT4G35100, AT4G35290, AT5G10770, AT5G18080, AT5G39865, AT5G49630, AT5G54380, AT5G57110, AT5G62680	BPS1_ARATH, FLA9_ARATH, NRT21_ARATH, SRC2_ARATH, WLIM1_ARATH, XTH33_ARATH, PIN7_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PATL3_ARATH, ERD14_ARATH, PIN4_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, FERON_ARATH, SUT31_ARATH, KSG7_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, ASPA_ARATH, SAU24_ARATH, Y5986_ARATH, AAP6_ARATH, THE1_ARATH, ACA8_ARATH, PTR53_ARATH
GO:0043229	intracellular organelle	11200	83	66.54	0.0016	1.750e-01	C	AT1G01550, AT1G08465, AT1G08510, AT1G09070, AT1G09140, AT1G10200, AT1G19180, AT1G19920, AT1G23080, AT1G24100, AT1G44170, AT1G70810, AT1G70940, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14540, AT4G15250, AT4G15920, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G37470, AT4G38460, AT5G04340, AT5G15580, AT5G19770, AT5G19780, AT5G20410, AT5G24470, AT5G27600, AT5G43700, AT5G50100, AT5G52510, AT5G57110, AT5G57660, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, YAB2_ARATH, FATB_ARATH, SRC2_ARATH, SR30_ARATH, WLIM1_ARATH, TI10A_ARATH, APS2_ARATH, PIN7_ARATH, U74B1_ARATH, AL3H1_ARATH, CAR7_ARATH, PIN3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, KAI2_ARATH, GGR_ARATH, ZAT6_ARATH, LNG1_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, APRR5_ARATH, LACS7_ARATH, IAA4_ARATH, Y5010_ARATH, SCL8_ARATH, ACA8_ARATH, COL5_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0043226	organelle	11214	83	66.62	0.00168	1.750e-01	C	AT1G01550, AT1G08465, AT1G08510, AT1G09070, AT1G09140, AT1G10200, AT1G19180, AT1G19920, AT1G23080, AT1G24100, AT1G44170, AT1G70810, AT1G70940, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14540, AT4G15250, AT4G15920, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G37470, AT4G38460, AT5G04340, AT5G15580, AT5G19770, AT5G19780, AT5G20410, AT5G24470, AT5G27600, AT5G43700, AT5G50100, AT5G52510, AT5G57110, AT5G57660, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, YAB2_ARATH, FATB_ARATH, SRC2_ARATH, SR30_ARATH, WLIM1_ARATH, TI10A_ARATH, APS2_ARATH, PIN7_ARATH, U74B1_ARATH, AL3H1_ARATH, CAR7_ARATH, PIN3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, KAI2_ARATH, GGR_ARATH, ZAT6_ARATH, LNG1_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, APRR5_ARATH, LACS7_ARATH, IAA4_ARATH, Y5010_ARATH, SCL8_ARATH, ACA8_ARATH, COL5_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0043231	intracellular membrane-bounded organelle	10699	80	63.56	0.00174	1.750e-01	C	AT1G01550, AT1G08465, AT1G08510, AT1G09070, AT1G09140, AT1G19180, AT1G19920, AT1G23080, AT1G24100, AT1G44170, AT1G70810, AT1G70940, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14540, AT4G15250, AT4G15920, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G37470, AT4G38460, AT5G04340, AT5G15580, AT5G20410, AT5G24470, AT5G27600, AT5G43700, AT5G50100, AT5G52510, AT5G57110, AT5G57660, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, YAB2_ARATH, FATB_ARATH, SRC2_ARATH, SR30_ARATH, TI10A_ARATH, APS2_ARATH, PIN7_ARATH, U74B1_ARATH, AL3H1_ARATH, CAR7_ARATH, PIN3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, KAI2_ARATH, GGR_ARATH, ZAT6_ARATH, LNG1_ARATH, MGDG2_ARATH, APRR5_ARATH, LACS7_ARATH, IAA4_ARATH, Y5010_ARATH, SCL8_ARATH, ACA8_ARATH, COL5_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0043227	membrane-bounded organelle	10705	80	63.6	0.00178	1.750e-01	C	AT1G01550, AT1G08465, AT1G08510, AT1G09070, AT1G09140, AT1G19180, AT1G19920, AT1G23080, AT1G24100, AT1G44170, AT1G70810, AT1G70940, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14540, AT4G15250, AT4G15920, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G37470, AT4G38460, AT5G04340, AT5G15580, AT5G20410, AT5G24470, AT5G27600, AT5G43700, AT5G50100, AT5G52510, AT5G57110, AT5G57660, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, YAB2_ARATH, FATB_ARATH, SRC2_ARATH, SR30_ARATH, TI10A_ARATH, APS2_ARATH, PIN7_ARATH, U74B1_ARATH, AL3H1_ARATH, CAR7_ARATH, PIN3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, KAI2_ARATH, GGR_ARATH, ZAT6_ARATH, LNG1_ARATH, MGDG2_ARATH, APRR5_ARATH, LACS7_ARATH, IAA4_ARATH, Y5010_ARATH, SCL8_ARATH, ACA8_ARATH, COL5_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0048046	apoplast	479	9	2.85	0.00226	1.822e-01	C	AT1G10550, AT1G14720, AT1G32170, AT2G15620, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G19770	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, NIR_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, FUCO2_ARATH, TBA3_ARATH
GO:0044459	plasma membrane part	575	10	3.42	0.00229	1.822e-01	C	AT1G03870, AT1G10550, AT1G70940, AT2G36830, AT3G18830, AT3G21180, AT3G51895, AT4G29900, AT4G35100, AT5G57110	FLA9_ARATH, XTH33_ARATH, PIN3_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, SUT31_ARATH, ACA10_ARATH, PIP27_ARATH, ACA8_ARATH
GO:0005622	intracellular	13314	94	79.1	0.00241	1.822e-01	C	AT1G01550, AT1G08465, AT1G08510, AT1G08630, AT1G09070, AT1G09140, AT1G10200, AT1G19180, AT1G19920, AT1G22020, AT1G23080, AT1G24100, AT1G36370, AT1G42540, AT1G44170, AT1G64660, AT1G70810, AT1G70940, AT1G72160, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51550, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14540, AT4G15250, AT4G15920, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G35290, AT4G37470, AT4G38460, AT5G04340, AT5G15580, AT5G18670, AT5G19770, AT5G19780, AT5G20410, AT5G24470, AT5G26751, AT5G27600, AT5G43700, AT5G47240, AT5G50100, AT5G52510, AT5G57110, AT5G57660, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, YAB2_ARATH, FATB_ARATH, THA1_ARATH, SRC2_ARATH, SR30_ARATH, WLIM1_ARATH, TI10A_ARATH, APS2_ARATH, GLYC6_ARATH, PIN7_ARATH, U74B1_ARATH, GLYC7_ARATH, GLR33_ARATH, AL3H1_ARATH, MGL_ARATH, CAR7_ARATH, PIN3_ARATH, PATL3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, FERON_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, GLR32_ARATH, KAI2_ARATH, GGR_ARATH, ZAT6_ARATH, LNG1_ARATH, BAM9_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, APRR5_ARATH, KSG1_ARATH, LACS7_ARATH, IAA4_ARATH, NUDT8_ARATH, Y5010_ARATH, SCL8_ARATH, ACA8_ARATH, COL5_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0045298	tubulin complex	13	2	0.08	0.00262	1.840e-01	C	AT5G19770, AT5G19780	TBA3_ARATH, TBA3_ARATH
GO:0000322	storage vacuole	16	2	0.1	0.00398	2.445e-01	C	AT1G09070, AT2G36830	SRC2_ARATH, TIP11_ARATH
GO:0000326	protein storage vacuole	16	2	0.1	0.00398	2.445e-01	C	AT1G09070, AT2G36830	SRC2_ARATH, TIP11_ARATH
GO:0009705	plant-type vacuole membrane	117	4	0.7	0.00525	2.920e-01	C	AT1G09070, AT2G36830, AT3G51860, AT4G15920	SRC2_ARATH, TIP11_ARATH, CAX3_ARATH, SWT17_ARATH
GO:0044424	intracellular part	13055	91	77.56	0.00627	2.935e-01	C	AT1G01550, AT1G08465, AT1G08510, AT1G08630, AT1G09070, AT1G09140, AT1G10200, AT1G19180, AT1G19920, AT1G22020, AT1G23080, AT1G24100, AT1G36370, AT1G44170, AT1G64660, AT1G70810, AT1G70940, AT1G72160, AT1G75390, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G01220, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G20770, AT3G21180, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51860, AT3G51895, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02380, AT4G02430, AT4G05050, AT4G08350, AT4G13250, AT4G14540, AT4G15250, AT4G15920, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G29900, AT4G30200, AT4G30960, AT4G34350, AT4G35100, AT4G37470, AT4G38460, AT5G04340, AT5G15580, AT5G18670, AT5G19770, AT5G19780, AT5G20410, AT5G24470, AT5G26751, AT5G27600, AT5G43700, AT5G47240, AT5G50100, AT5G52510, AT5G57110, AT5G57660, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, YAB2_ARATH, FATB_ARATH, THA1_ARATH, SRC2_ARATH, SR30_ARATH, WLIM1_ARATH, TI10A_ARATH, APS2_ARATH, GLYC6_ARATH, PIN7_ARATH, U74B1_ARATH, GLYC7_ARATH, AL3H1_ARATH, MGL_ARATH, CAR7_ARATH, PIN3_ARATH, PATL3_ARATH, BZP44_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, ACA9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, CAX3_ARATH, SUT31_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SAG21_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, NFYB3_ARATH, COL11_ARATH, SWT17_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, ACA10_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, KAI2_ARATH, GGR_ARATH, ZAT6_ARATH, LNG1_ARATH, BAM9_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, APRR5_ARATH, KSG1_ARATH, LACS7_ARATH, IAA4_ARATH, NUDT8_ARATH, Y5010_ARATH, SCL8_ARATH, ACA8_ARATH, COL5_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0005737	cytoplasm	9275	69	55.1	0.00737	3.293e-01	C	AT1G01550, AT1G08510, AT1G08630, AT1G09070, AT1G09140, AT1G10200, AT1G19920, AT1G22020, AT1G23080, AT1G36370, AT1G44170, AT1G64660, AT1G70940, AT1G72160, AT1G76180, AT1G78140, AT2G01420, AT2G01670, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G34770, AT2G35940, AT2G36830, AT2G43020, AT3G01120, AT3G03470, AT3G05970, AT3G08860, AT3G10330, AT3G18040, AT3G23920, AT3G25690, AT3G28917, AT3G49430, AT3G51860, AT3G51895, AT3G58680, AT3G59050, AT4G02380, AT4G05050, AT4G08350, AT4G13250, AT4G15920, AT4G19010, AT4G19170, AT4G22260, AT4G22890, AT4G25810, AT4G26160, AT4G30960, AT4G34350, AT4G35100, AT4G37470, AT4G38460, AT5G15580, AT5G18670, AT5G19770, AT5G19780, AT5G20410, AT5G26751, AT5G27600, AT5G47240, AT5G50100, AT5G52510, AT5G65980, ATMG00240, ATMG01250	BPS1_ARATH, FATB_ARATH, THA1_ARATH, SRC2_ARATH, SR30_ARATH, WLIM1_ARATH, APS2_ARATH, GLYC6_ARATH, PIN7_ARATH, GLYC7_ARATH, AL3H1_ARATH, MGL_ARATH, PIN3_ARATH, PATL3_ARATH, ERD14_ARATH, Y1814_ARATH, PIN4_ARATH, NUD17_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, PAO2_ARATH, CGS1_ARATH, C89A9_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, MPK9_ARATH, BAM1_ARATH, CHUP1_ARATH, MIF2_ARATH, SR34A_ARATH, CAX3_ARATH, SUT31_ARATH, MBF1B_ARATH, PAO3_ARATH, SAG21_ARATH, UBQ11_ARATH, SPT51_ARATH, NYC1_ARATH, SWT17_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, CIPK6_ARATH, ISPH_ARATH, PIP27_ARATH, KAI2_ARATH, GGR_ARATH, LNG1_ARATH, BAM9_ARATH, TBA3_ARATH, TBA3_ARATH, MGDG2_ARATH, KSG1_ARATH, LACS7_ARATH, NUDT8_ARATH, Y5010_ARATH, SCL8_ARATH, PILS7_ARATH, M240_ARATH, M1250_ARATH
GO:0016607	nuclear speck	68	3	0.4	0.00774	3.308e-01	C	AT1G09140, AT3G49430, AT4G02430	SR30_ARATH, SR34A_ARATH, SR34B_ARATH
GO:0016762	xyloglucan:xyloglucosyl transferase activity	33	6	0.16	1.3e-08	3.374e-05	F	AT1G10550, AT1G14720, AT1G32170, AT4G14130, AT4G18990, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH
GO:0015291	secondary active transmembrane transporter activity	352	13	1.74	2.3e-08	3.374e-05	F	AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT2G03590, AT3G18830, AT3G51860, AT3G51895, AT4G15920, AT5G38030, AT5G49630, AT5G62680, AT5G65980	DTX31_ARATH, PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PLT5_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, DTX30_ARATH, AAP6_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0022891	substrate-specific transmembrane transporter activity	955	20	4.72	5e-08	3.932e-05	F	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G29900, AT4G35100, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0022804	active transmembrane transporter activity	612	16	3.03	6.4e-08	3.932e-05	F	AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT2G03590, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G29900, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	DTX31_ARATH, PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, ACA10_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0022857	transmembrane transporter activity	1170	22	5.79	6.7e-08	3.932e-05	F	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G29900, AT4G35100, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, DTX31_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, DTX30_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0015293	symporter activity	172	9	0.85	2e-07	9.780e-05	F	AT1G23080, AT1G70940, AT2G01420, AT2G03590, AT3G18830, AT3G51895, AT5G49630, AT5G62680, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PLT5_ARATH, SUT31_ARATH, AAP6_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0015075	ion transmembrane transporter activity	771	17	3.81	2.7e-07	1.132e-04	F	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G03590, AT2G22500, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G29900, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, ACA10_ARATH, GLR32_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
GO:0022892	substrate-specific transporter activity	1093	20	5.4	4.4e-07	1.614e-04	F	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G03590, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT3G51895, AT4G15920, AT4G29900, AT4G35100, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980	NRT21_ARATH, PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, UPS1_ARATH, PUMP5_ARATH, TIP11_ARATH, PLT5_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, SWT17_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, AAP6_ARATH, ACA8_ARATH, PTR53_ARATH, PILS7_ARATH
